GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","Gross Bldg Area","2013 Total","2016 Total"
142830100200000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SW","CEDAR RAPIDS CITY OF",0.0937,"","","","","","","",0,0
142830200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","DIAGONAL DR SW","CEDAR RAPIDS CITY OF",0.078,"","","","","","","",0,0
142830200500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142830300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142830300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142830300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.069,"","","","","","","",0,0
142830600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","","",0,0
142831101300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142832600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST SW","CEDAR RAPIDS CITY OF",0.061,"","","","","","","",0,0
142832701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH AVE SW","CEDAR RAPIDS CITY OF",0.091,"","","","","","","",0,0
142832801500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L ST SW","CEDAR RAPIDS CITY OF",0.097,"","","","","","","",0,0
142832801700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L ST SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","","",0,0
142833100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L ST SW","CEDAR RAPIDS CITY OF",0.124,"","","","","","","",0,0
142833100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","7TH AVE SW","CEDAR RAPIDS CITY OF",0.069,"","","","","","","",0,0
142833100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH AVE SW","CEDAR RAPIDS CITY OF",0.085,"","","","","","","",0,0
142833101600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH AVE SW","CEDAR RAPIDS CITY OF",0.058,"","","","","","","",0,0
142833102200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L ST SW","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142833200300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","7TH AVE SW","CEDAR RAPIDS CITY OF",0.077,"","","","","","","",0,0
142833300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","N ST SW","CEDAR RAPIDS CITY OF",0.104,"","","","","","","",0,0
142833300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","N ST SW","CEDAR RAPIDS CITY OF",0.108,"","","","","","","",0,0
142833600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","9TH AVE SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","","",0,0
142835301500000,"CITY PROPERTY",EXEMPT,"PUBLIC WORKS & RECYCLING FACILITY","15TH AVE SW","CEDAR RAPIDS CITY OF",17.97,"","","","","","","",0,0
142837700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","K ST SW","CEDAR RAPIDS CITY OF",0.178,"","","","","","","",0,0
142838300800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","K ST SW","CEDAR RAPIDS CITY OF",0.09,"","","","","","","",0,0
142838500100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","13TH AVE SW","CEDAR RAPIDS CITY OF",0.077,"","","","","","","",0,0
142838500600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","14TH AVE SW","CEDAR RAPIDS CITY OF",0.081,"","","","","","","",0,0
142840300100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","2ND ST SE","CEDAR RAPIDS CITY OF",9.66,"","","","","","","",0,0
142840400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142840400500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142840500400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","","",0,0
142840600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.168,"","","","","","","",0,0
142840600200000,"CITY PROPERTY",EXEMPT,"AFRICAN AMERICAN HISTORICAL MUSEUM","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.8867,"","","","","","","",166860,0
142840600300000,"CITY PROPERTY",EXEMPT,"AFRICAN AMERICAN HISTORICAL MUSEUM","1ST ST SE","CEDAR RAPIDS CITY OF",0.3022,"","","","","","","",0,0
142840600400000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SE","CEDAR RAPIDS CITY OF",0.2324,"","","","","","","",0,0
142840600500000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SE","CEDAR RAPIDS CITY OF",0.2961,"","","","",Warehouse,1967,2572,0,0
142840600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SE","CEDAR RAPIDS CITY OF",0.159,"","","","","","","",0,0
142840600700000,"CITY PROPERTY",EXEMPT,"MASARYK PARK","1ST ST SE","CEDAR RAPIDS CITY OF",1.2253,"","","","","","","",0,0
142840600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","14TH AVE SE","CEDAR RAPIDS CITY OF",0.964,"","","","","","","",0,0
142840601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.106,"","","","","","","",0,0
142840601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142840601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SE","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142840601400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142840601600000,"CITY PROPERTY",EXEMPT,"VACANT LAND WITH PAVING","2ND ST SE","CEDAR RAPIDS CITY OF",0.2893,"","","","","","","",0,0
142840700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.593,"","","","","","","",0,0
142840700200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","14TH AVE SE","CEDAR RAPIDS CITY OF",0.699,"","","","","","","",0,0
142840700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.043,"","","","","","","",0,0
142845100600000,"CITY PROPERTY",EXEMPT,"RIVERSIDE PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142845300700000,"CITY PROPERTY",EXEMPT,"RIVERSIDE PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142845300800000,"CITY PROPERTY",EXEMPT,"RIVERSIDE PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.47,"","","","","","","",0,0
142845400800000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SW","CEDAR RAPIDS CITY OF",0.2296,"","","","","","","",0,0
142845400900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.3667,"","","","","","","",0,0
142845600600000,"CITY PROPERTY",EXEMPT,"PORTION OF STREET","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.39,"","","","","","","",0,0
142845801700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142845900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.216,"","","","","","","",0,0
142845900200000,"CITY PROPERTY",EXEMPT,"PORTION OF STREET","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.781,"","","","","","","",0,0
142845900300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.23,"","","","","","","",0,0
142845901100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.6709,"","","","","","","",0,0
142845901200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.2681,"","","","","","","",0,0
142845901300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SW","CEDAR RAPIDS CITY OF",0.1882,"","","","","","","",0,0
142847800500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","15TH AVE SW","CEDAR RAPIDS CITY OF",0.204,"","","","","","","",0,0
142847800600000,"CITY PROPERTY",EXEMPT,"VACANT LOT","15TH AVE SW","CEDAR RAPIDS CITY OF",0.1716,"","","","","","","",0,0
142847800700000,"CITY PROPERTY",EXEMPT,"VACANT LOT","15TH AVE SW","CEDAR RAPIDS CITY OF",0.2479,"","","","","","","",0,0
142847800900000,"CITY PROPERTY",EXEMPT,"VACANT LOT","B ST SW","CEDAR RAPIDS CITY OF",0.228,"","","","","","","",0,0
142847801000000,"CITY PROPERTY",EXEMPT,PAVING,"VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1194,"","","","","","","",0,0
142847801200000,"CITY PROPERTY",EXEMPT,"CITY PARKING LOT","16TH AVE SW","CEDAR RAPIDS CITY OF",0.0597,"","","","","","","",0,0
142847801300000,"CITY PROPERTY",EXEMPT,"VAC LOT","16TH AVE SW","CEDAR RAPIDS CITY OF",0.0597,"","","","","","","",0,0
142847801500000,"CITY PROPERTY",EXEMPT,"PORTION OF DRIVEWAY","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.01,"","","","","","","",0,0
142847801700000,"CITY PROPERTY",EXEMPT,"NATIONAL CZECH & SLOVAK MUSEUM & LIBRARY","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.33,"","","","","","","",0,0
142847802000000,"CITY PROPERTY",EXEMPT,"NATIONAL CZECH & SLOVAK MUSEUM","INSPIRATION PL SW","CEDAR RAPIDS CITY OF",2.96,Single-Family,"1 Story Frame",1880,448.0,Library,1995,58324,0,0
142847901800000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142847901900000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1721,"","","","","","","",0,0
142847902000000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0574,"","","","","","","",0,0
142847902100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142847902200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0688,"","","","","","","",0,0
142847902300000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0688,"","","","","","","",0,0
142847902400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0918,"","","","","","","",0,0
142848000100000,"CITY PROPERTY",EXEMPT,"KOSEK BANDSTAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0781,"","","","","","","",0,0
142848000200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142848000300000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142848000400000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1147,"","","","","","","",0,0
142848000600000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0229,"","","","","","","",0,0
142848000900000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.184,"","","","","","","",0,0
142848100300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.23,"","","","","","","",0,0
142848100400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848100500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848100600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848100700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848100800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142848200300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",5174,0
142848200400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.118,"","","","","","","",0,0
142848200500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848200600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848200900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848201000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848201100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"Detached Structures Only","",1993,"","","","",0,0
142848201200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",0,0
142848201300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",0,0
142848201400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848201500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848201600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.054,"","","","","","","",0,0
142848300100000,"CITY PROPERTY",EXEMPT,"PORTION OF DRIVEWAY","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1022,"","","","","","","",0,0
142848300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.112,"","","","","","","",0,0
142848300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.0803,"","","","","","","",0,0
142848300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.08,"","","","","","","",0,0
142848300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142848300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",0,0
142848300800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848301000000,"CITY PROPERTY",EXEMPT,"VACANT LOT","B ST SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142848301100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",0,0
142848301300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848301400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848301500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848301600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","","",0,0
142848301700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848400100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848400500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848500900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848501200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848601100000,"VACANT LAND",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","","",0,0
142848700200000,"CITY PROPERTY",EXEMPT,"VACANT BLDG","C ST SW","CEDAR RAPIDS CITY OF",0.0921,"","","","","","","",0,0
142910100100000,"CITY PROPERTY",EXEMPT,"VAC LOT","E AVE NW","CEDAR RAPIDS CITY OF",0.0987,"","","","","","","",0,0
142910100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142910100300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.1573,"","","","","","","",0,0
142910100400000,"CITY PROPERTY",EXEMPT,"VAC LOT","E AVE NW","CEDAR RAPIDS CITY OF",0.072,"","","","","","","",0,0
142910100500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.1169,"","","","","","","",0,0
142910100600000,"CITY PROPERTY",EXEMPT,"VAC LOT","4TH ST NW","CEDAR RAPIDS CITY OF",0.0528,"","","","","","","",0,0
142910100800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.055,"","","","","","","",0,0
142910100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142910101000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142910200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.1,"","","","","","","",0,0
142910200400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C AVE NW","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142910200500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C AVE NW","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142910200700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142910201600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142910400100000,"CITY PROPERTY",EXEMPT,"NEW E AVE","E AVE NW","CEDAR RAPIDS CITY OF",0.0643,"","","","","","","",0,0
142910400200000,"CITY PROPERTY",EXEMPT,"VACANT  BUILDING","E AVE NW","CEDAR RAPIDS CITY OF",0.0231,"","","","","","","",0,0
142910400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.053,"","","","","","","",0,0
142910600100000,"CITY PROPERTY",EXEMPT,"FIRE TRUCK GARAGE","3RD ST NW","CEDAR RAPIDS CITY OF",2.2361,"","","","","","","",0,0
142910700200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142910700900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.034,"","","","","","","",0,0
142910701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142910701700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142910701800000,"BOWLING ALLEY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142910701900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.039,"","","","","","","",0,0
142910702000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.046,"","","","","","","",0,0
142910800500000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.4,"","","","","","","",0,0
142910900100000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.038,"","","","","","","",0,0
142910900200000,"CITY PROPERTY",EXEMPT,"VACANT LOT","C AVE NW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","","",0,0
142910900300000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.165,"","","","","","","",0,0
142911000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.047,"","","","","","","",0,0
142911000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A AVE NW","CEDAR RAPIDS CITY OF",0.143,"","","","","","","",0,0
142911000700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A AVE NW","CEDAR RAPIDS CITY OF",0.059,"","","","","","","",0,0
142911001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.042,"","","","","","","",0,0
142911001500000,"CITY PROPERTY",EXEMPT,"PORTION OF ALLEY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.0098,"","","","","","","",0,0
142911102300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142911200100000,"CITY PROPERTY",EXEMPT,"VAC LOT","6TH ST NW","CEDAR RAPIDS CITY OF",0.722,"","","","","","","",0,0
142911501400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142912701200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","9TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142913000100000,"CITY PROPERTY",EXEMPT,"BUS GARAGE","8TH ST NW","CEDAR RAPIDS CITY OF",1.5593,"","","","","","","",0,0
142913000800000,"CITY PROPERTY",EXEMPT,"FIVE SEASONS TRANSPORTATION & PARKING MAINTENANCE FACILITY","C AVE NW","CEDAR RAPIDS CITY OF",0.195,"","","","","","","",0,0
142913101600000,"CITY PROPERTY",EXEMPT,PAVING,"VACANT LAND NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142913101700000,"CITY PROPERTY",EXEMPT,"PAVING ONLY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
