Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,34.46,08/23/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,47.61,08/23/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,62.59,08/22/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,17.28,10/18/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,38.29,08/23/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,10.10,10/18/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,118.99,10/18/2013,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,30,03/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,4727.16,05/01/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,32.56,05/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,53.6,08/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,95,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,19,10/10/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,152.55,03/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,8748.31,09/24/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,4655.5,10/07/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,30,03/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,16.95,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,87.36,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,111.4,05/01/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,77.09,05/13/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,19,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,189.04,10/10/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,80.44,10/08/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,51.81,09/05/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,12.5,03/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,218.83,10/08/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,30,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,30,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,120.57,05/06/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,22.13,08/22/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,34.01,09/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,45,03/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,935.32,05/08/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,65.39,09/12/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,179.83,09/12/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,42.17,09/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,45.52,05/08/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,135.6,05/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,71.01,09/05/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,33.52,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,7929.02,09/12/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,10936.05,05/13/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,7174.7,06/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,34.01,09/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,207.81,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,61.73,09/24/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,189.04,10/08/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,199.32,10/29/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,618.37,06/24/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,26.41,08/22/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,33.22,10/29/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,72.9,09/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,207.81,10/08/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,36.05,06/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,51.81,09/04/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,82,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,8.82,09/24/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,10,03/21/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,50,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,882.79,02/06/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,152.55,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,39.76,09/05/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,475,04/25/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,4.84,05/01/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,218.83,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,169.13,08/22/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Orthopaedics Inc.",IN,100000005706,16377.58,10/29/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,95.18,05/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,31.99,05/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,34.84,09/05/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,34.84,09/05/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,80.44,10/09/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,29.84,08/22/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,10,03/20/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,153,08/22/2014,GNRL
CHARLES,R,CLARK,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians/ Orthopaedic Surgery",1116533,"DePuy Synthes Sales Inc.",MA,100000005615,50,10/10/2014,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,377.00,08/22/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,4800.00,08/28/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,4050.00,09/30/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,565.51,08/22/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,4500.00,08/22/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,365.01,08/28/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,671.24,09/30/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,365.02,08/28/2013,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,1770.90,10/02/2013,GNRL
ROY,"",LIDTKE,"3307 290TH ST","",ELBERON,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"Pfizer Inc.",NY,100000000286,11.79,09/06/2013,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,10/01/2014,GNRL
ROY,"",LIDTKE,"3307 290TH ST","",ELBERON,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"Pfizer Inc.",NY,100000000286,18.35,09/03/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,4078,02/05/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,220,07/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,12/03/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,60,07/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,07/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,1211.56,04/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,636.45,11/12/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,89.42,07/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,413.44,07/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,10/29/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,12/29/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,08/13/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,400.86,02/05/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,04/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,32,04/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,08/27/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,110,10/08/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,176.81,10/08/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,360,11/12/2014,GNRL
ROY,"",LIDTKE,"1215 Blairs Ferry Rd","",Marion,52302,"Medical Doctor","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"Jazz Pharmaceuticals Inc.",CA,100000005637,10.2,02/14/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,199.03,04/09/2014,GNRL
ROY,"",LIDTKE,"3307 290th St","",Elberon,52225,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers/ Podiatrist",107860,"RIKCO INTERNATIONAL, LLC",WI,100000010754,7250,02/12/2014,GNRL
